V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
16.61,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,fair,Fair,happiness,Happiness
17.18,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
7.38,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
4.24,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
9.19,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,poor,Poor,happiness,Happiness
17.28,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,fair,Fair,anxiety,Anxiety
2.86,,year ending,2014 Q2 - 2015 Q1,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
40.44,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,very-good,Very good,anxiety,Anxiety
41.35,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,very-good,Very good,anxiety,Anxiety
40.26,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
17.57,,year ending,2012 Q3 - 2013 Q2,E92000001,England,fair,Fair,anxiety,Anxiety
15.3,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
2.66,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
41.89,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
7.47,,year ending,2015 Q2 - 2016 Q1,E92000001,England,mean-average,Mean Average,happiness,Happiness
40.73,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.27,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,good,Good,anxiety,Anxiety
39.84,,year ending,2016 Q3 - 2017 Q2,E92000001,England,very-good,Very good,anxiety,Anxiety
40.75,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
16.31,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
38.62,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.71,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
40.61,,year ending,2014 Q4 - 2015 Q3,E92000001,England,good,Good,happiness,Happiness
19.41,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,poor,Poor,anxiety,Anxiety
7.44,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
2.84,,year ending,2014 Q3 - 2015 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
38.78,,year ending,2012 Q4 - 2013 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
23.51,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
38.62,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,good,Good,happiness,Happiness
16.01,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,fair,Fair,happiness,Happiness
33.86,,year ending,2014 Q2 - 2015 Q1,E92000001,England,very-good,Very good,happiness,Happiness
34,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,very-good,Very good,happiness,Happiness
16.05,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,fair,Fair,happiness,Happiness
10.58,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,poor,Poor,happiness,Happiness
40.8,,year ending,2015 Q1 - 2015 Q4,E92000001,England,very-good,Very good,anxiety,Anxiety
39.33,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
40.86,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
2.93,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.93,,year ending,2013 Q2 - 2014 Q1,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
40.53,,year ending,2016 Q4 - 2017 Q3,E92000001,England,good,Good,happiness,Happiness
2.84,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
34.08,,year ending,2015 Q2 - 2016 Q1,E92000001,England,very-good,Very good,happiness,Happiness
42.08,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,very-good,Very good,anxiety,Anxiety
22.3,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,good,Good,anxiety,Anxiety
2.85,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
48.52,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,good,Good,worthwhile,Worthwhile
16.67,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,fair,Fair,anxiety,Anxiety
7.48,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
22.45,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,good,Good,anxiety,Anxiety
16.92,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,fair,Fair,happiness,Happiness
7.46,,year ending,2015 Q3 - 2016 Q2,E92000001,England,mean-average,Mean Average,happiness,Happiness
15.87,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.71,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,fair,Fair,anxiety,Anxiety
2.89,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.87,,year ending,2015 Q2 - 2016 Q1,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
14.77,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.32,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
9.52,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,poor,Poor,happiness,Happiness
16.42,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,fair,Fair,happiness,Happiness
9.03,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
16.32,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,fair,Fair,happiness,Happiness
7.69,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
27.66,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
22.98,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
2.92,,year ending,2016 Q4 - 2017 Q3,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
16.92,,year ending,2015 Q4 - 2016 Q3,E92000001,England,fair,Fair,anxiety,Anxiety
21.84,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,poor,Poor,anxiety,Anxiety
23.26,,year ending,2015 Q2 - 2016 Q1,E92000001,England,good,Good,anxiety,Anxiety
38.25,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,good,Good,happiness,Happiness
19.54,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,poor,Poor,anxiety,Anxiety
19.92,,year ending,2013 Q3 - 2014 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
18.89,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
45.68,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
21.37,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,good,Good,anxiety,Anxiety
9.01,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,poor,Poor,happiness,Happiness
16.82,,year ending,2013 Q2 - 2014 Q1,E92000001,England,fair,Fair,anxiety,Anxiety
2.96,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
33.84,,year ending,2015 Q3 - 2016 Q2,E92000001,England,very-good,Very good,happiness,Happiness
19.09,,year ending,2014 Q3 - 2015 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
16.04,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
33.19,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,very-good,Very good,happiness,Happiness
40.13,,year ending,2015 Q4 - 2016 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
7.45,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
19.93,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,poor,Poor,anxiety,Anxiety
7.45,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.48,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
16.87,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
16.64,,year ending,2014 Q2 - 2015 Q1,E92000001,England,fair,Fair,happiness,Happiness
16.46,,year ending,2014 Q3 - 2015 Q2,E92000001,England,fair,Fair,anxiety,Anxiety
19.94,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
22.43,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,good,Good,anxiety,Anxiety
8.91,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,poor,Poor,happiness,Happiness
2.78,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
16.98,,year ending,2015 Q3 - 2016 Q2,E92000001,England,fair,Fair,anxiety,Anxiety
45.25,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
40.59,,year ending,2015 Q2 - 2016 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
40.27,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
19.81,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
17.3,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,fair,Fair,anxiety,Anxiety
27.15,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
2.97,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
7.42,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
16.52,,year ending,2015 Q2 - 2016 Q1,E92000001,England,fair,Fair,happiness,Happiness
23.49,,year ending,2016 Q2 - 2017 Q1,E92000001,England,good,Good,anxiety,Anxiety
7.64,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
17.88,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
17.14,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,fair,Fair,happiness,Happiness
2.9,,year ending,2015 Q3 - 2016 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
7.49,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
16.43,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,fair,Fair,happiness,Happiness
18.45,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
40.55,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,good,Good,happiness,Happiness
40.64,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
2.9,,year ending,2016 Q1 - 2016 Q4,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
15.9,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
23.19,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,good,Good,anxiety,Anxiety
34.11,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
15.99,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
20.34,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
20.83,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
3.01,,year ending,2012 Q3 - 2013 Q2,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
26.7,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
19.87,,year ending,2016 Q3 - 2017 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
21.28,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,good,Good,anxiety,Anxiety
7.93,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
39.96,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,good,Good,happiness,Happiness
3.15,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
8.66,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
16.39,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,fair,Fair,happiness,Happiness
23.25,,year ending,2015 Q3 - 2016 Q2,E92000001,England,good,Good,anxiety,Anxiety
20.49,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,poor,Poor,anxiety,Anxiety
29.67,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
40.1,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
34.17,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,very-good,Very good,happiness,Happiness
21.58,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,good,Good,anxiety,Anxiety
8,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
23.14,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,good,Good,anxiety,Anxiety
19.75,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
16.74,,year ending,2016 Q1 - 2016 Q4,E92000001,England,fair,Fair,anxiety,Anxiety
21.49,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,poor,Poor,anxiety,Anxiety
39.38,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,very-good,Very good,anxiety,Anxiety
2.92,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
22.53,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
21.81,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,good,Good,anxiety,Anxiety
7.44,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
38.39,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,good,Good,happiness,Happiness
17.13,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,fair,Fair,anxiety,Anxiety
39.56,,year ending,2016 Q4 - 2017 Q3,E92000001,England,very-good,Very good,anxiety,Anxiety
23.53,,year ending,2011 Q2 - 2012 Q1,E92000001,England,good,Good,anxiety,Anxiety
21.16,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,poor,Poor,anxiety,Anxiety
2.88,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
20.11,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,poor,Poor,anxiety,Anxiety
16.93,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
3,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
27.17,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
47.78,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
16.79,,year ending,2016 Q4 - 2017 Q3,E92000001,England,fair,Fair,anxiety,Anxiety
20.62,,year ending,2012 Q3 - 2013 Q2,E92000001,England,poor,Poor,anxiety,Anxiety
20.92,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,poor,Poor,anxiety,Anxiety
23.36,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,good,Good,anxiety,Anxiety
35.01,,year ending,2016 Q3 - 2017 Q2,E92000001,England,very-good,Very good,happiness,Happiness
2.89,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
23.48,,year ending,2011 Q3 - 2012 Q2,E92000001,England,good,Good,anxiety,Anxiety
38.72,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,good,Good,happiness,Happiness
21.84,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.54,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,very-good,Very good,anxiety,Anxiety
40.29,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
21.66,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,good,Good,anxiety,Anxiety
20.97,,year ending,2012 Q2 - 2013 Q1,E92000001,England,poor,Poor,anxiety,Anxiety
14.25,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
20.23,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
32.46,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
16.96,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
13.63,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
3.03,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
15.77,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
35.61,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
16.53,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
17.56,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,fair,Fair,anxiety,Anxiety
21.01,,year ending,2011 Q4 - 2012 Q3,E92000001,England,poor,Poor,anxiety,Anxiety
2.95,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
19.75,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,poor,Poor,anxiety,Anxiety
13.73,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
12.87,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
39.38,,year ending,2013 Q2 - 2014 Q1,E92000001,England,very-good,Very good,anxiety,Anxiety
40.86,,year ending,2013 Q1 - 2013 Q4,E92000001,England,good,Good,happiness,Happiness
17.08,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
15.63,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
3.03,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
38.19,,year ending,2012 Q3 - 2013 Q2,E92000001,England,very-good,Very good,anxiety,Anxiety
12.92,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
22.84,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,good,Good,anxiety,Anxiety
41.26,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
16.92,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.96,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
27.69,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
33.54,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,very-good,Very good,happiness,Happiness
20.07,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,poor,Poor,anxiety,Anxiety
2.91,,year ending,2016 Q2 - 2017 Q1,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
17.44,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,fair,Fair,anxiety,Anxiety
2.8,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
2.97,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
23.32,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
22.02,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,good,Good,anxiety,Anxiety
16.2,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
17.23,,year ending,2012 Q4 - 2013 Q3,E92000001,England,fair,Fair,anxiety,Anxiety
7.47,,year ending,2014 Q4 - 2015 Q3,E92000001,England,mean-average,Mean Average,happiness,Happiness
2.85,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
19.87,,year ending,2016 Q2 - 2017 Q1,E92000001,England,poor,Poor,anxiety,Anxiety
19.32,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
2.85,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
16.25,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,fair,Fair,anxiety,Anxiety
39.45,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.73,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,good,Good,anxiety,Anxiety
24.02,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
9.56,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,poor,Poor,happiness,Happiness
40.3,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,very-good,Very good,anxiety,Anxiety
17.28,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
19.73,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
19.16,,year ending,2015 Q1 - 2015 Q4,E92000001,England,poor,Poor,anxiety,Anxiety
20.01,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.03,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,good,Good,happiness,Happiness
40.02,,year ending,2016 Q1 - 2016 Q4,E92000001,England,very-good,Very good,anxiety,Anxiety
16.47,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
46.32,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
21.16,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,good,Good,anxiety,Anxiety
41.42,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
37.02,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
23.1,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
20.1,,year ending,2016 Q4 - 2017 Q3,E92000001,England,poor,Poor,anxiety,Anxiety
23.53,,year ending,2016 Q1 - 2016 Q4,E92000001,England,good,Good,anxiety,Anxiety
16.26,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,fair,Fair,anxiety,Anxiety
14.58,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
17.02,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,fair,Fair,anxiety,Anxiety
